"";"station";"name";"date";"awnd";"pgtm";"prcp";"snow";"snwd";"tavg";"tmax";"tmin";"wdf2";"wdf5";"wsf2";"wsf5";"wt01";"wt02";"wt03";"wt08"
"303";"US1NJMS0108";"MONTVILLE TWP 0.4 E, NJ US";"2022-12-24";"";NA;"0.30";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"304";"US1NJMS0108";"MONTVILLE TWP 0.4 E, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"305";"US1NJMS0108";"MONTVILLE TWP 0.4 E, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"306";"US1NJMS0108";"MONTVILLE TWP 0.4 E, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"307";"US1NJMS0108";"MONTVILLE TWP 0.4 E, NJ US";"2022-12-28";"";NA;"";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"308";"US1NJMS0108";"MONTVILLE TWP 0.4 E, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"309";"US1NJMS0108";"MONTVILLE TWP 0.4 E, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"310";"US1NJMS0108";"MONTVILLE TWP 0.4 E, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"311";"US1NJMS0106";"PEQUANNOCK TWP 1.7 NW, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"312";"US1NJMS0106";"PEQUANNOCK TWP 1.7 NW, NJ US";"2022-12-23";"";NA;"1.66";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"313";"US1NJMS0106";"PEQUANNOCK TWP 1.7 NW, NJ US";"2022-12-24";"";NA;"0.42";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"314";"US1NJMS0106";"PEQUANNOCK TWP 1.7 NW, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"315";"US1NJMS0106";"PEQUANNOCK TWP 1.7 NW, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"316";"US1NJMS0106";"PEQUANNOCK TWP 1.7 NW, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"317";"US1NJMS0106";"PEQUANNOCK TWP 1.7 NW, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"318";"US1NJMS0106";"PEQUANNOCK TWP 1.7 NW, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"319";"US1NJMS0106";"PEQUANNOCK TWP 1.7 NW, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"320";"US1NJMS0106";"PEQUANNOCK TWP 1.7 NW, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"321";"US1NJMN0048";"LONG BRANCH 0.5 W, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"322";"US1NJMN0048";"LONG BRANCH 0.5 W, NJ US";"2022-12-23";"";NA;"0.82";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"323";"US1NJMN0048";"LONG BRANCH 0.5 W, NJ US";"2022-12-24";"";NA;"0.12";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"324";"US1NJMN0048";"LONG BRANCH 0.5 W, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"325";"US1NJMN0048";"LONG BRANCH 0.5 W, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"326";"US1NJMN0048";"LONG BRANCH 0.5 W, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"327";"US1NJMN0048";"LONG BRANCH 0.5 W, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"328";"US1NJMN0048";"LONG BRANCH 0.5 W, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"329";"US1NJMN0048";"LONG BRANCH 0.5 W, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"330";"US1NJMN0048";"LONG BRANCH 0.5 W, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"331";"US1NJMS0102";"CHATHAM 0.6 NE, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"332";"US1NJMS0102";"CHATHAM 0.6 NE, NJ US";"2022-12-23";"";NA;"1.70";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"333";"US1NJMS0102";"CHATHAM 0.6 NE, NJ US";"2022-12-24";"";NA;"0.23";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"334";"US1NJMS0102";"CHATHAM 0.6 NE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"335";"US1NJMS0102";"CHATHAM 0.6 NE, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"336";"US1NJMS0102";"CHATHAM 0.6 NE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"337";"US1NJMS0102";"CHATHAM 0.6 NE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"338";"US1NJMS0102";"CHATHAM 0.6 NE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"339";"US1NJMS0102";"CHATHAM 0.6 NE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"340";"US1NJMS0102";"CHATHAM 0.6 NE, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"341";"US1NJES0031";"MONTCLAIR 0.7 N, NJ US";"2022-12-22";"";NA;"";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"342";"US1NJES0031";"MONTCLAIR 0.7 N, NJ US";"2022-12-23";"";NA;"1.96";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"343";"US1NJES0031";"MONTCLAIR 0.7 N, NJ US";"2022-12-24";"";NA;"0.14";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"344";"US1NJES0031";"MONTCLAIR 0.7 N, NJ US";"2022-12-27";"";NA;"";"";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"345";"US1NJES0031";"MONTCLAIR 0.7 N, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"346";"US1NJES0031";"MONTCLAIR 0.7 N, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"347";"US1NJES0031";"MONTCLAIR 0.7 N, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"348";"US1NJES0031";"MONTCLAIR 0.7 N, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"349";"US1NYSF0062";"COPIAGUE 0.4 ENE, NY US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"350";"US1NYSF0062";"COPIAGUE 0.4 ENE, NY US";"2022-12-23";"";NA;"0.26";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"351";"US1NYSF0062";"COPIAGUE 0.4 ENE, NY US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"352";"US1NYSF0062";"COPIAGUE 0.4 ENE, NY US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"353";"US1NYSF0062";"COPIAGUE 0.4 ENE, NY US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"354";"US1NYSF0062";"COPIAGUE 0.4 ENE, NY US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"355";"US1NYSF0062";"COPIAGUE 0.4 ENE, NY US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"356";"US1NYSF0062";"COPIAGUE 0.4 ENE, NY US";"2022-12-31";"";NA;"0.12";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"357";"US1NJMD0097";"NEW BRUNSWICK 2.0 E, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"358";"US1NJMD0097";"NEW BRUNSWICK 2.0 E, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"359";"US1NJHD0018";"KEARNY 1.7 NNW, NJ US";"2022-12-23";"";NA;"0.07";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"360";"US1NJHD0018";"KEARNY 1.7 NNW, NJ US";"2022-12-24";"";NA;"1.01";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"361";"US1NJHD0018";"KEARNY 1.7 NNW, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"362";"US1NJHD0018";"KEARNY 1.7 NNW, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"363";"US1NJHD0018";"KEARNY 1.7 NNW, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"364";"US1NJHD0018";"KEARNY 1.7 NNW, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"365";"US1NJHD0018";"KEARNY 1.7 NNW, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"366";"US1NJHD0018";"KEARNY 1.7 NNW, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"367";"US1NJHD0018";"KEARNY 1.7 NNW, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"368";"US1NJHD0016";"SECAUCUS 0.8 NNE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"369";"US1NJHD0016";"SECAUCUS 0.8 NNE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"370";"US1NJHD0016";"SECAUCUS 0.8 NNE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"371";"US1NJES0019";"WEST CALDWELL TWP 1.3 NE, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"372";"US1NJES0019";"WEST CALDWELL TWP 1.3 NE, NJ US";"2022-12-23";"";NA;"1.60";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"373";"US1NJES0019";"WEST CALDWELL TWP 1.3 NE, NJ US";"2022-12-24";"";NA;"0.11";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"374";"US1NJES0019";"WEST CALDWELL TWP 1.3 NE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"375";"US1NJES0019";"WEST CALDWELL TWP 1.3 NE, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"376";"US1NJES0019";"WEST CALDWELL TWP 1.3 NE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"377";"US1NJES0019";"WEST CALDWELL TWP 1.3 NE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"378";"US1NJES0019";"WEST CALDWELL TWP 1.3 NE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"379";"US1NJES0019";"WEST CALDWELL TWP 1.3 NE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"380";"US1NJHD0017";"SECAUCUS 1.2 NNE, NJ US";"2022-12-23";"";NA;"1.94";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"381";"US1NJES0018";"MAPLEWOOD TWP 0.9 SE, NJ US";"2022-12-22";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"382";"US1NJES0018";"MAPLEWOOD TWP 0.9 SE, NJ US";"2022-12-23";"";NA;"1.18";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"383";"US1NJES0018";"MAPLEWOOD TWP 0.9 SE, NJ US";"2022-12-24";"";NA;"0.08";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"384";"US1NJES0018";"MAPLEWOOD TWP 0.9 SE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"385";"US1NJES0018";"MAPLEWOOD TWP 0.9 SE, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"386";"US1NJES0018";"MAPLEWOOD TWP 0.9 SE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"387";"US1NJES0018";"MAPLEWOOD TWP 0.9 SE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"388";"US1NJES0018";"MAPLEWOOD TWP 0.9 SE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"389";"US1NJES0018";"MAPLEWOOD TWP 0.9 SE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"390";"US1NJES0018";"MAPLEWOOD TWP 0.9 SE, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"391";"USW00094728";"NY CITY CENTRAL PARK, NY US";"2022-12-22";"8.50";NA;"0.23";"0.0";"0.0";NA;8,33;1,67;60;70;"19.9";"36.0";1;NA;NA;NA
"392";"USW00094728";"NY CITY CENTRAL PARK, NY US";"2022-12-23";"10.07";NA;"1.83";"0.0";"0.0";NA;14,44;-13,33;240;240;"29.1";"45.0";1;1;NA;1
"393";"USW00094728";"NY CITY CENTRAL PARK, NY US";"2022-12-24";"11.41";NA;"0.00";"0.0";"0.0";NA;-9,44;-13,89;240;240;"21.0";"33.1";NA;NA;NA;NA
"394";"USW00094728";"NY CITY CENTRAL PARK, NY US";"2022-12-25";"8.50";NA;"0.00";"0.0";"0.0";NA;-2,22;-10;240;240;"21.0";"31.1";NA;NA;NA;NA
"395";"USW00094728";"NY CITY CENTRAL PARK, NY US";"2022-12-26";"7.16";NA;"0.00";"0.0";"0.0";NA;-1,67;-7,78;280;270;"13.0";"19.9";NA;NA;NA;NA
"396";"USW00094728";"NY CITY CENTRAL PARK, NY US";"2022-12-27";"5.59";NA;"0.00";"0.0";"0.0";NA;1,67;-1,67;240;220;"12.1";"17.0";NA;NA;NA;NA
"397";"USW00094728";"NY CITY CENTRAL PARK, NY US";"2022-12-28";"5.14";NA;"0.00";"0.0";"0.0";NA;8,33;0,56;220;210;"16.1";"25.9";NA;NA;NA;1
"398";"USW00094728";"NY CITY CENTRAL PARK, NY US";"2022-12-29";"6.04";NA;"0.00";"0.0";"0.0";NA;10,56;4,44;240;220;"14.1";"21.0";NA;NA;NA;NA
"399";"USW00094728";"NY CITY CENTRAL PARK, NY US";"2022-12-30";"2.91";NA;"0.00";"0.0";"0.0";NA;16,67;7,78;210;220;"8.9";"16.1";NA;NA;NA;1
"400";"USW00094728";"NY CITY CENTRAL PARK, NY US";"2022-12-31";"1.79";NA;"0.28";"0.0";"0.0";NA;12,78;10;230;240;"10.1";"16.1";1;NA;NA;1
"401";"US1NYRC0016";"STATEN ISLAND 2.6 N, NY US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"402";"US1NYRC0016";"STATEN ISLAND 2.6 N, NY US";"2022-12-23";"";NA;"1.65";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"403";"US1NYRC0016";"STATEN ISLAND 2.6 N, NY US";"2022-12-25";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"404";"US1NYRC0016";"STATEN ISLAND 2.6 N, NY US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"405";"US1NYRC0016";"STATEN ISLAND 2.6 N, NY US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"406";"US1NYRC0016";"STATEN ISLAND 2.6 N, NY US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"407";"US1NYRC0016";"STATEN ISLAND 2.6 N, NY US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"408";"US1NYRC0016";"STATEN ISLAND 2.6 N, NY US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"409";"US1NYRC0016";"STATEN ISLAND 2.6 N, NY US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"410";"USC00309580";"WORLD TRADE CENTER, NY US";"2022-12-22";"2.91";NA;"0.00";"0.0";"0.0";NA;5,56;-1,67;NA;NA;"";"";NA;NA;NA;NA
"411";"USC00309580";"WORLD TRADE CENTER, NY US";"2022-12-23";"4.92";NA;"1.62";"0.0";"0.0";NA;8,33;2,78;NA;NA;"";"";NA;NA;NA;NA
"412";"USC00309580";"WORLD TRADE CENTER, NY US";"2022-12-24";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"413";"USC00309580";"WORLD TRADE CENTER, NY US";"2022-12-25";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"414";"USC00309580";"WORLD TRADE CENTER, NY US";"2022-12-26";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"415";"USC00309580";"WORLD TRADE CENTER, NY US";"2022-12-27";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"416";"USC00309580";"WORLD TRADE CENTER, NY US";"2022-12-28";"4.92";NA;"0.03";"0.0";"0.0";NA;2,22;-2,22;NA;NA;"";"";NA;NA;NA;NA
"417";"USC00309580";"WORLD TRADE CENTER, NY US";"2022-12-29";"6.04";NA;"0.00";"0.0";"0.0";NA;4,44;1,11;NA;NA;"";"";NA;NA;NA;NA
"418";"USC00309580";"WORLD TRADE CENTER, NY US";"2022-12-30";"4.92";NA;"0.00";"0.0";"0.0";NA;10,56;3,33;NA;NA;"";"";NA;NA;NA;NA
"419";"USC00309580";"WORLD TRADE CENTER, NY US";"2022-12-31";"4.92";NA;"0.25";"0.0";"0.0";NA;13,89;8,33;NA;NA;"";"";NA;NA;NA;NA
"420";"US1NJMN0010";"EATONTOWN 1.2 NE, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"421";"US1NJMN0010";"EATONTOWN 1.2 NE, NJ US";"2022-12-23";"";NA;"1.08";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"422";"US1NJMN0010";"EATONTOWN 1.2 NE, NJ US";"2022-12-24";"";NA;"0.09";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"423";"US1NJMN0010";"EATONTOWN 1.2 NE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"424";"US1NJMN0010";"EATONTOWN 1.2 NE, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"425";"US1NJMN0010";"EATONTOWN 1.2 NE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"426";"US1NJMN0010";"EATONTOWN 1.2 NE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"427";"US1NJMN0010";"EATONTOWN 1.2 NE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"428";"US1NJMN0010";"EATONTOWN 1.2 NE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"429";"US1NJMN0010";"EATONTOWN 1.2 NE, NJ US";"2022-12-31";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"430";"US1NYRL0011";"NEW HEMPSTEAD 0.6 SE, NY US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"431";"US1NYRL0011";"NEW HEMPSTEAD 0.6 SE, NY US";"2022-12-23";"";NA;"2.68";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"432";"US1NYRL0011";"NEW HEMPSTEAD 0.6 SE, NY US";"2022-12-24";"";NA;"0.27";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"433";"US1NYRL0011";"NEW HEMPSTEAD 0.6 SE, NY US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"434";"US1NYRL0011";"NEW HEMPSTEAD 0.6 SE, NY US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"435";"US1NYRL0011";"NEW HEMPSTEAD 0.6 SE, NY US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"436";"US1NYRL0011";"NEW HEMPSTEAD 0.6 SE, NY US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"437";"US1NYRL0011";"NEW HEMPSTEAD 0.6 SE, NY US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"438";"US1NYRL0011";"NEW HEMPSTEAD 0.6 SE, NY US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"439";"US1NYRL0011";"NEW HEMPSTEAD 0.6 SE, NY US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"440";"US1NJBG0023";"OAKLAND 0.9 SSE, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"441";"US1NJBG0023";"OAKLAND 0.9 SSE, NJ US";"2022-12-23";"";NA;"1.82";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"442";"US1NJBG0023";"OAKLAND 0.9 SSE, NJ US";"2022-12-24";"";NA;"0.30";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"443";"US1NJBG0023";"OAKLAND 0.9 SSE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"444";"US1NJBG0023";"OAKLAND 0.9 SSE, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"445";"US1NJBG0023";"OAKLAND 0.9 SSE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"446";"US1NJBG0023";"OAKLAND 0.9 SSE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"447";"US1NJBG0023";"OAKLAND 0.9 SSE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"448";"US1NJBG0023";"OAKLAND 0.9 SSE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"449";"US1NJBG0023";"OAKLAND 0.9 SSE, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"450";"USW00054787";"FARMINGDALE REPUBLIC AIRPORT, NY US";"2022-12-22";"9.62";2335;"0.07";"";"";NA;13,33;-2,78;110;110;"23.9";"33.1";NA;NA;NA;NA
"451";"USW00054787";"FARMINGDALE REPUBLIC AIRPORT, NY US";"2022-12-23";"25.05";523;"0.15";"";"";NA;14,44;-12,22;140;140;"38.9";"55.9";NA;NA;NA;NA
"452";"USW00054787";"FARMINGDALE REPUBLIC AIRPORT, NY US";"2022-12-24";"17.90";400;"0.00";"";"";NA;-8,33;-13,33;270;270;"25.9";"36.0";NA;NA;NA;NA
"453";"USW00054787";"FARMINGDALE REPUBLIC AIRPORT, NY US";"2022-12-25";"13.42";845;"0.00";"";"";NA;-2,22;-9,44;260;250;"23.9";"30.0";NA;NA;NA;NA
